bioguide_id,representative,full_name,party,party_code,state_abbr,district,district_code,district_key,official_url,Democratic Majority,Not Voting,Present,Republican Majority,Neither,party_split_roll_calls,votes_cast_on_party_split_roll_calls,with_republican_pct,with_democratic_pct,missed_party_split_votes_pct,first_name,last_name,profile_party,office,address,phone,term_start,term_end
M001220,McGarvey,Morgan McGarvey,Democratic,D,KY,3.0,3.0,KY-03,https://mcgarvey.house.gov,378,1,0,3,0,382,381,0.8,99.2,0.3,Morgan,McGarvey,Democratic,1527 Longworth House Office Building,1527 Longworth House Office Building Washington DC 20515-1703,202-225-5401,2025-01-03,2027-01-03
C001125,Carter (LA),Troy A. Carter,Democratic,D,LA,2.0,2.0,LA-02,https://troycarter.house.gov,370,5,0,7,0,382,377,1.9,98.1,1.3,Troy,Carter,Democratic,442 Cannon House Office Building,442 Cannon House Office Building Washington DC 20515-1802,202-225-6636,2025-01-03,2027-01-03
F000110,Fields,Cleo Fields,Democratic,D,LA,6.0,6.0,LA-06,https://fields.house.gov,361,13,1,7,0,382,368,1.9,98.1,3.4,Cleo,Fields,Democratic,2349 Rayburn House Office Building,2349 Rayburn House Office Building Washington DC 20515-1806,202-225-3901,2025-01-03,2027-01-03
A000148,Auchincloss,Jake Auchincloss,Democratic,D,MA,4.0,4.0,MA-04,https://auchincloss.house.gov,347,19,0,16,0,382,363,4.4,95.6,5.0,Jake,Auchincloss,Democratic,1524 Longworth House Office Building,1524 Longworth House Office Building Washington DC 20515-2104,202-225-5931,2025-01-03,2027-01-03
C001101,Clark (MA),Katherine M. Clark,Democratic,D,MA,5.0,5.0,MA-05,https://katherineclark.house.gov,377,0,1,4,0,382,381,1.0,99.0,0.0,Katherine,Clark,Democratic,2368 Rayburn House Office Building,2368 Rayburn House Office Building Washington DC 20515-2105,202-225-2836,2025-01-03,2027-01-03
K000375,Keating,William R. Keating,Democratic,D,MA,9.0,9.0,MA-09,https://keating.house.gov,356,17,0,9,0,382,365,2.5,97.5,4.5,William,Keating,Democratic,2372 Rayburn House Office Building,2372 Rayburn House Office Building Washington DC 20515-2109,202-225-3111,2025-01-03,2027-01-03
L000562,Lynch,Stephen F. Lynch,Democratic,D,MA,8.0,8.0,MA-08,https://lynch.house.gov,355,9,0,18,0,382,373,4.8,95.2,2.4,Stephen,Lynch,Democratic,2109 Rayburn House Office Building,2109 Rayburn House Office Building Washington DC 20515-2108,202-225-8273,2025-01-03,2027-01-03
M000312,McGovern,James P. McGovern,Democratic,D,MA,2.0,2.0,MA-02,https://mcgovern.house.gov,374,8,0,0,0,382,374,0.0,100.0,2.1,James,McGovern,Democratic,370 Cannon House Office Building,370 Cannon House Office Building Washington DC 20515-2102,202-225-6101,2025-01-03,2027-01-03
M001196,Moulton,Seth Moulton,Democratic,D,MA,6.0,6.0,MA-06,https://moulton.house.gov,336,38,0,8,0,382,344,2.3,97.7,9.9,Seth,Moulton,Democratic,1126 Longworth House Office Building,1126 Longworth House Office Building Washington DC 20515-2106,202-225-8020,2025-01-03,2027-01-03
N000015,Neal,Richard E. Neal,Democratic,D,MA,1.0,1.0,MA-01,https://neal.house.gov,366,13,0,3,0,382,369,0.8,99.2,3.4,Richard,Neal,Democratic,372 Cannon House Office Building,372 Cannon House Office Building Washington DC 20515-2101,202-225-5601,2025-01-03,2027-01-03
P000617,Pressley,Ayanna Pressley,Democratic,D,MA,7.0,7.0,MA-07,https://pressley.house.gov,378,4,0,0,0,382,378,0.0,100.0,1.0,Ayanna,Pressley,Democratic,402 Cannon House Office Building,402 Cannon House Office Building Washington DC 20515-2107,202-225-5111,2025-01-03,2027-01-03
T000482,Trahan,Lori Trahan,Democratic,D,MA,3.0,3.0,MA-03,https://trahan.house.gov,359,16,0,7,0,382,366,1.9,98.1,4.2,Lori,Trahan,Democratic,2233 Rayburn House Office Building,2233 Rayburn House Office Building Washington DC 20515-2103,202-225-3411,2025-01-03,2027-01-03
E000301,Elfreth,Sarah Elfreth,Democratic,D,MD,3.0,3.0,MD-03,https://elfreth.house.gov,376,0,0,6,0,382,382,1.6,98.4,0.0,Sarah,Elfreth,Democratic,1213 Longworth House Office Building,1213 Longworth House Office Building Washington DC 20515-2003,202-225-4016,2025-01-03,2027-01-03
H000874,Hoyer,Steny H. Hoyer,Democratic,D,MD,5.0,5.0,MD-05,https://hoyer.house.gov,361,7,2,12,0,382,373,3.2,96.8,1.8,Steny,Hoyer,Democratic,1705 Longworth House Office Building,1705 Longworth House Office Building Washington DC 20515-2005,202-225-4131,2025-01-03,2027-01-03
I000058,Ivey,Glenn Ivey,Democratic,D,MD,4.0,4.0,MD-04,https://ivey.house.gov,373,7,0,2,0,382,375,0.5,99.5,1.8,Glenn,Ivey,Democratic,1610 Longworth House Office Building,1610 Longworth House Office Building Washington DC 20515-2004,202-225-8699,2025-01-03,2027-01-03
M001232,McClain Delaney,April McClain Delaney,Democratic,D,MD,6.0,6.0,MD-06,https://mcclaindelaney.house.gov,355,8,0,19,0,382,374,5.1,94.9,2.1,April,McClain Delaney,Democratic,1130 Longworth House Office Building,1130 Longworth House Office Building Washington DC 20515-2006,202-225-2721,2025-01-03,2027-01-03
M000687,Mfume,Kweisi Mfume,Democratic,D,MD,7.0,7.0,MD-07,https://mfume.house.gov,368,12,0,2,0,382,370,0.5,99.5,3.1,Kweisi,Mfume,Democratic,2263 Rayburn House Office Building,2263 Rayburn House Office Building Washington DC 20515-2007,202-225-4741,2025-01-03,2027-01-03
O000176,Olszewski,"Johnny Olszewski, Jr.",Democratic,D,MD,2.0,2.0,MD-02,https://olszewski.house.gov,374,1,2,5,0,382,379,1.3,98.7,0.3,Johnny,Olszewski,Democratic,1339 Longworth House Office Building,1339 Longworth House Office Building Washington DC 20515-2002,202-225-3061,2025-01-03,2027-01-03
R000606,Raskin,Jamie Raskin,Democratic,D,MD,8.0,8.0,MD-08,https://raskin.house.gov,378,2,0,2,0,382,380,0.5,99.5,0.5,Jamie,Raskin,Democratic,2242 Rayburn House Office Building,2242 Rayburn House Office Building Washington DC 20515-2008,202-225-5341,2025-01-03,2027-01-03
G000592,Golden (ME),Jared F. Golden,Democratic,D,ME,2.0,2.0,ME-02,https://golden.house.gov,263,11,0,108,0,382,371,29.1,70.9,2.9,Jared,Golden,Democratic,1107 Longworth House Office Building,1107 Longworth House Office Building Washington DC 20515-1902,202-225-6306,2025-01-03,2027-01-03
P000597,Pingree,Chellie Pingree,Democratic,D,ME,1.0,1.0,ME-01,https://pingree.house.gov,365,14,0,3,0,382,368,0.8,99.2,3.7,Chellie,Pingree,Democratic,2354 Rayburn House Office Building,2354 Rayburn House Office Building Washington DC 20515-1901,202-225-6116,2025-01-03,2027-01-03
D000624,Dingell,Debbie Dingell,Democratic,D,MI,6.0,6.0,MI-06,https://debbiedingell.house.gov,375,6,0,1,0,382,376,0.3,99.7,1.6,Debbie,Dingell,Democratic,102 Cannon House Office Building,102 Cannon House Office Building Washington DC 20515-2206,202-225-4071,2025-01-03,2027-01-03
M001237,McDonald Rivet,Kristen McDonald Rivet,Democratic,D,MI,8.0,8.0,MI-08,https://mcdonaldrivet.house.gov,336,0,1,45,0,382,381,11.8,88.2,0.0,Kristen,McDonald Rivet,Democratic,1408 Longworth House Office Building,1408 Longworth House Office Building Washington DC 20515-2208,202-225-3611,2025-01-03,2027-01-03
S001221,Scholten,Hillary J. Scholten,Democratic,D,MI,3.0,3.0,MI-03,https://scholten.house.gov,345,4,0,33,0,382,378,8.7,91.3,1.0,Hillary,Scholten,Democratic,1317 Longworth House Office Building,1317 Longworth House Office Building Washington DC 20515-2203,202-225-3831,2025-01-03,2027-01-03
S001215,Stevens,Haley M. Stevens,Democratic,D,MI,11.0,11.0,MI-11,https://stevens.house.gov,364,1,0,17,0,382,381,4.5,95.5,0.3,Haley,Stevens,Democratic,2411 Rayburn House Office Building,2411 Rayburn House Office Building Washington DC 20515-2211,202-225-8171,2025-01-03,2027-01-03
T000488,Thanedar,Shri Thanedar,Democratic,D,MI,13.0,13.0,MI-13,https://thanedar.house.gov,369,2,0,11,0,382,380,2.9,97.1,0.5,Shri,Thanedar,Democratic,154 Cannon House Office Building,154 Cannon House Office Building Washington DC 20515-2213,202-225-5802,2025-01-03,2027-01-03
T000481,Tlaib,Rashida Tlaib,Democratic,D,MI,12.0,12.0,MI-12,https://tlaib.house.gov,374,7,0,1,0,382,375,0.3,99.7,1.8,Rashida,Tlaib,Democratic,2438 Rayburn House Office Building,2438 Rayburn House Office Building Washington DC 20515-2212,202-225-5126,2025-01-03,2027-01-03
C001119,Craig,Angie Craig,Democratic,D,MN,2.0,2.0,MN-02,https://craig.house.gov,360,1,0,21,0,382,381,5.5,94.5,0.3,Angie,Craig,Democratic,2052 Rayburn House Office Building,2052 Rayburn House Office Building Washington DC 20515-2302,202-225-2271,2025-01-03,2027-01-03
M001143,McCollum,Betty McCollum,Democratic,D,MN,4.0,4.0,MN-04,https://mccollum.house.gov,377,1,2,2,0,382,379,0.5,99.5,0.3,Betty,McCollum,Democratic,2426 Rayburn House Office Building,2426 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,2025-01-03,2027-01-03
M001234,Morrison,Kelly Morrison,Democratic,D,MN,3.0,3.0,MN-03,https://morrison.house.gov,374,1,0,7,0,382,381,1.8,98.2,0.3,Kelly,Morrison,Democratic,1205 Longworth House Office Building,1205 Longworth House Office Building Washington DC 20515-2303,202-225-2871,2025-01-03,2027-01-03
O000173,Omar,Ilhan Omar,Democratic,D,MN,5.0,5.0,MN-05,https://omar.house.gov,371,8,0,3,0,382,374,0.8,99.2,2.1,Ilhan,Omar,Democratic,1730 Longworth House Office Building,1730 Longworth House Office Building Washington DC 20515-2305,202-225-4755,2025-01-03,2027-01-03
B001324,Bell,Wesley Bell,Democratic,D,MO,1.0,1.0,MO-01,https://bell.house.gov,365,8,1,8,0,382,373,2.1,97.9,2.1,Wesley,Bell,Democratic,1429 Longworth House Office Building,1429 Longworth House Office Building Washington DC 20515-2501,202-225-2406,2025-01-03,2027-01-03
C001061,Cleaver,Emanuel Cleaver,Democratic,D,MO,5.0,5.0,MO-05,https://cleaver.house.gov,360,20,0,2,0,382,362,0.6,99.4,5.2,Emanuel,Cleaver,Democratic,2217 Rayburn House Office Building,2217 Rayburn House Office Building Washington DC 20515-2505,202-225-4535,2025-01-03,2027-01-03
T000193,Thompson (MS),Bennie G. Thompson,Democratic,D,MS,2.0,2.0,MS-02,https://benniethompson.house.gov,369,8,0,5,0,382,374,1.3,98.7,2.1,Bennie,Thompson,Democratic,2466 Rayburn House Office Building,2466 Rayburn House Office Building Washington DC 20515-2402,202-225-5876,2025-01-03,2027-01-03
A000370,Adams,Alma S. Adams,Democratic,D,NC,12.0,12.0,NC-12,https://adams.house.gov,381,0,0,1,0,382,382,0.3,99.7,0.0,Alma,Adams,Democratic,2436 Rayburn House Office Building,2436 Rayburn House Office Building Washington DC 20515-3312,202-225-1510,2025-01-03,2027-01-03
D000230,Davis (NC),Donald G. Davis,Democratic,D,NC,1.0,1.0,NC-01,https://dondavis.house.gov,271,0,2,109,0,382,380,28.7,71.3,0.0,Donald,Davis,Democratic,1123 Longworth House Office Building,1123 Longworth House Office Building Washington DC 20515-3301,202-225-3101,2025-01-03,2027-01-03
F000477,Foushee,Valerie P. Foushee,Democratic,D,NC,4.0,4.0,NC-04,https://foushee.house.gov,371,11,0,0,0,382,371,0.0,100.0,2.9,Valerie,Foushee,Democratic,2452 Rayburn House Office Building,2452 Rayburn House Office Building Washington DC 20515-3304,202-225-1784,2025-01-03,2027-01-03
R000305,Ross,Deborah K. Ross,Democratic,D,NC,2.0,2.0,NC-02,https://ross.house.gov,377,0,1,4,0,382,381,1.0,99.0,0.0,Deborah,Ross,Democratic,1221 Longworth House Office Building,1221 Longworth House Office Building Washington DC 20515-3302,202-225-3032,2025-01-03,2027-01-03
G000604,Goodlander,Maggie Goodlander,Democratic,D,NH,2.0,2.0,NH-02,https://goodlander.house.gov,343,0,2,37,0,382,380,9.7,90.3,0.0,Maggie,Goodlander,Democratic,223 Cannon House Office Building,223 Cannon House Office Building Washington DC 20515-2902,202-225-5206,2025-01-03,2027-01-03
P000614,Pappas,Chris Pappas,Democratic,D,NH,1.0,1.0,NH-01,https://pappas.house.gov,340,0,2,40,0,382,380,10.5,89.5,0.0,Chris,Pappas,Democratic,452 Cannon House Office Building,452 Cannon House Office Building Washington DC 20515-2901,202-225-5456,2025-01-03,2027-01-03
C001136,Conaway,"Herbert C. Conaway, Jr.",Democratic,D,NJ,3.0,3.0,NJ-03,https://conaway.house.gov,358,6,2,16,0,382,374,4.3,95.7,1.6,Herbert,Conaway,Democratic,1022 Longworth House Office Building,1022 Longworth House Office Building Washington DC 20515-3003,202-225-4765,2025-01-03,2027-01-03
G000583,Gottheimer,Josh Gottheimer,Democratic,D,NJ,5.0,5.0,NJ-05,https://gottheimer.house.gov,296,44,0,42,0,382,338,12.4,87.6,11.5,Josh,Gottheimer,Democratic,106 Cannon House Office Building,106 Cannon House Office Building Washington DC 20515-3005,202-225-4465,2025-01-03,2027-01-03
M001229,McIver,LaMonica McIver,Democratic,D,NJ,10.0,10.0,NJ-10,https://mciver.house.gov,381,1,0,0,0,382,381,0.0,100.0,0.3,LaMonica,McIver,Democratic,426 Cannon House Office Building,426 Cannon House Office Building Washington DC 20515-3010,202-225-3436,2025-01-03,2027-01-03
M001246,Mejia,Analilia Mejia,Democratic,D,NJ,11.0,11.0,NJ-11,https://mejia.house.gov,31,0,0,1,0,32,32,3.1,96.9,0.0,Analilia,Mejia,Democratic,1427 Longworth House Office Building,1427 Longworth House Office Building Washington DC 20515-3011,202-225-5034,2026-04-20,2027-01-03
M001226,Menendez,Robert Menendez,Democratic,D,NJ,8.0,8.0,NJ-08,https://menendez.house.gov,378,0,0,4,0,382,382,1.0,99.0,0.0,Robert,Menendez,Democratic,2453 Rayburn House Office Building,2453 Rayburn House Office Building Washington DC 20515-3008,202-225-7919,2025-01-03,2027-01-03
N000188,Norcross,Donald Norcross,Democratic,D,NJ,1.0,1.0,NJ-01,https://norcross.house.gov,315,59,0,8,0,382,323,2.5,97.5,15.4,Donald,Norcross,Democratic,2427 Rayburn House Office Building,2427 Rayburn House Office Building Washington DC 20515-3001,202-225-6501,2025-01-03,2027-01-03
P000034,Pallone,"Frank Pallone, Jr.",Democratic,D,NJ,6.0,6.0,NJ-06,https://pallone.house.gov,375,2,1,4,0,382,379,1.1,98.9,0.5,Frank,Pallone,Democratic,2107 Rayburn House Office Building,2107 Rayburn House Office Building Washington DC 20515-3006,202-225-4671,2025-01-03,2027-01-03
P000621,Pou,Nellie Pou,Democratic,D,NJ,9.0,9.0,NJ-09,https://pou.house.gov,368,0,1,13,0,382,381,3.4,96.6,0.0,Nellie,Pou,Democratic,1007 Longworth House Office Building,1007 Longworth House Office Building Washington DC 20515-3009,202-225-5751,2025-01-03,2027-01-03
S001207,Sherrill,,Democratic,D,NJ,,,,,94,102,0,7,0,203,101,6.9,93.1,50.2,,,,,,,,
W000822,Watson Coleman,Bonnie Watson Coleman,Democratic,D,NJ,12.0,12.0,NJ-12,https://watsoncoleman.house.gov,377,5,0,0,0,382,377,0.0,100.0,1.3,Bonnie,Watson Coleman,Democratic,168 Cannon House Office Building,168 Cannon House Office Building Washington DC 20515-3012,202-225-5801,2025-01-03,2027-01-03
L000273,Leger Fernandez,Teresa Leger Fernandez,Democratic,D,NM,3.0,3.0,NM-03,https://fernandez.house.gov,347,31,0,4,0,382,351,1.1,98.9,8.1,Teresa,Leger Fernandez,Democratic,2417 Rayburn House Office Building,2417 Rayburn House Office Building Washington DC 20515-3103,202-225-6190,2025-01-03,2027-01-03
S001218,Stansbury,Melanie A. Stansbury,Democratic,D,NM,1.0,1.0,NM-01,https://stansbury.house.gov,373,8,0,1,0,382,374,0.3,99.7,2.1,Melanie,Stansbury,Democratic,1421 Longworth House Office Building,1421 Longworth House Office Building Washington DC 20515-3101,202-225-6316,2025-01-03,2027-01-03
V000136,Vasquez,Gabe Vasquez,Democratic,D,NM,2.0,2.0,NM-02,https://vasquez.house.gov,339,2,0,41,0,382,380,10.8,89.2,0.5,Gabriel (Gabe),Vasquez,Democratic,322 Cannon House Office Building,322 Cannon House Office Building Washington DC 20515-3102,202-225-2365,2025-01-03,2027-01-03
H001066,Horsford,Steven Horsford,Democratic,D,NV,4.0,4.0,NV-04,https://horsford.house.gov,343,5,2,32,0,382,375,8.5,91.5,1.3,Steven,Horsford,Democratic,406 Cannon House Office Building,406 Cannon House Office Building Washington DC 20515-2804,202-225-9894,2025-01-03,2027-01-03
L000590,Lee (NV),Susie Lee,Democratic,D,NV,3.0,3.0,NV-03,https://susielee.house.gov,332,4,1,45,0,382,377,11.9,88.1,1.0,Susie,Lee,Democratic,365 Cannon House Office Building,365 Cannon House Office Building Washington DC 20515-2803,202-225-3252,2025-01-03,2027-01-03
T000468,Titus,Dina Titus,Democratic,D,NV,1.0,1.0,NV-01,https://titus.house.gov,328,39,1,14,0,382,342,4.1,95.9,10.2,Dina,Titus,Democratic,2370 Rayburn House Office Building,2370 Rayburn House Office Building Washington DC 20515-2801,202-225-5965,2025-01-03,2027-01-03
C001067,Clarke (NY),Yvette D. Clarke,Democratic,D,NY,9.0,9.0,NY-09,https://clarke.house.gov,369,12,0,1,0,382,370,0.3,99.7,3.1,Yvette,Clarke,Democratic,2058 Rayburn House Office Building,2058 Rayburn House Office Building Washington DC 20515-3209,202-225-6231,2025-01-03,2027-01-03
E000297,Espaillat,Adriano Espaillat,Democratic,D,NY,13.0,13.0,NY-13,https://espaillat.house.gov,375,4,0,3,0,382,378,0.8,99.2,1.0,Adriano,Espaillat,Democratic,2332 Rayburn House Office Building,2332 Rayburn House Office Building Washington DC 20515-3213,202-225-4365,2025-01-03,2027-01-03
G000602,Gillen,Laura Gillen,Democratic,D,NY,4.0,4.0,NY-04,https://gillen.house.gov,309,11,1,61,0,382,370,16.5,83.5,2.9,Laura,Gillen,Democratic,428 Cannon House Office Building,428 Cannon House Office Building Washington DC 20515-3204,202-225-5516,2025-01-03,2027-01-03
G000599,Goldman (NY),Daniel S. Goldman,Democratic,D,NY,10.0,10.0,NY-10,https://goldman.house.gov,354,21,0,7,0,382,361,1.9,98.1,5.5,Dan,Goldman,Democratic,245 Cannon House Office Building,245 Cannon House Office Building Washington DC 20515-3210,202-225-7944,2025-01-03,2027-01-03
J000294,Jeffries,Hakeem S. Jeffries,Democratic,D,NY,8.0,8.0,NY-08,https://jeffries.house.gov,377,0,1,4,0,382,381,1.0,99.0,0.0,Hakeem,Jeffries,Democratic,2267 Rayburn House Office Building,2267 Rayburn House Office Building Washington DC 20515-3208,202-225-5936,2025-01-03,2027-01-03
K000402,Kennedy (NY),Timothy M. Kennedy,Democratic,D,NY,26.0,26.0,NY-26,https://kennedy.house.gov,370,0,0,12,0,382,382,3.1,96.9,0.0,Timothy,Kennedy,Democratic,423 Cannon House Office Building,423 Cannon House Office Building Washington DC 20515-3226,202-225-3306,2025-01-03,2027-01-03
L000606,Latimer,George Latimer,Democratic,D,NY,16.0,16.0,NY-16,https://latimer.house.gov,360,11,1,10,0,382,370,2.7,97.3,2.9,George,Latimer,Democratic,1507 Longworth House Office Building,1507 Longworth House Office Building Washington DC 20515-3216,202-225-2464,2025-01-03,2027-01-03
M001231,Mannion,John W. Mannion,Democratic,D,NY,22.0,22.0,NY-22,https://mannion.house.gov,356,0,0,26,0,382,382,6.8,93.2,0.0,John,Mannion,Democratic,1516 Longworth House Office Building,1516 Longworth House Office Building Washington DC 20515-3222,202-225-3701,2025-01-03,2027-01-03
M001137,Meeks,Gregory W. Meeks,Democratic,D,NY,5.0,5.0,NY-05,https://meeks.house.gov,363,12,1,6,0,382,369,1.6,98.4,3.1,Gregory,Meeks,Democratic,2310 Rayburn House Office Building,2310 Rayburn House Office Building Washington DC 20515-3205,202-225-3461,2025-01-03,2027-01-03
M001188,Meng,Grace Meng,Democratic,D,NY,6.0,6.0,NY-06,https://meng.house.gov,367,10,0,5,0,382,372,1.3,98.7,2.6,Grace,Meng,Democratic,2468 Rayburn House Office Building,2468 Rayburn House Office Building Washington DC 20515-3206,202-225-2601,2025-01-03,2027-01-03
M001206,Morelle,Joseph D. Morelle,Democratic,D,NY,25.0,25.0,NY-25,https://morelle.house.gov,363,5,1,13,0,382,376,3.5,96.5,1.3,Joseph,Morelle,Democratic,570 Cannon House Office Building,570 Cannon House Office Building Washington DC 20515-3225,202-225-3615,2025-01-03,2027-01-03
N000002,Nadler,Jerrold Nadler,Democratic,D,NY,12.0,12.0,NY-12,https://nadler.house.gov,340,42,0,0,0,382,340,0.0,100.0,11.0,Jerrold,Nadler,Democratic,2132 Rayburn House Office Building,2132 Rayburn House Office Building Washington DC 20515-3212,202-225-5635,2025-01-03,2027-01-03
O000172,Ocasio-Cortez,Alexandria Ocasio-Cortez,Democratic,D,NY,14.0,14.0,NY-14,https://ocasio-cortez.house.gov,370,12,0,0,0,382,370,0.0,100.0,3.1,Alexandria,Ocasio-Cortez,Democratic,250 Cannon House Office Building,250 Cannon House Office Building Washington DC 20515-3214,202-225-3965,2025-01-03,2027-01-03
R000622,Riley (NY),Josh Riley,Democratic,D,NY,19.0,19.0,NY-19,https://riley.house.gov,331,6,0,45,0,382,376,12.0,88.0,1.6,Josh,Riley,Democratic,128 Cannon House Office Building,128 Cannon House Office Building Washington DC 20515-3219,202-225-5441,2025-01-03,2027-01-03
R000579,Ryan,Patrick Ryan,Democratic,D,NY,18.0,18.0,NY-18,https://patryan.house.gov,348,1,0,33,0,382,381,8.7,91.3,0.3,Patrick,Ryan,Democratic,1708 Longworth House Office Building,1708 Longworth House Office Building Washington DC 20515-3218,202-225-5614,2025-01-03,2027-01-03
S001201,Suozzi,Thomas R. Suozzi,Democratic,D,NY,3.0,3.0,NY-03,https://suozzi.house.gov,316,7,0,59,0,382,375,15.7,84.3,1.8,Thomas,Suozzi,Democratic,203 Cannon House Office Building,203 Cannon House Office Building Washington DC 20515-3203,202-225-3335,2025-01-03,2027-01-03
T000469,Tonko,Paul Tonko,Democratic,D,NY,20.0,20.0,NY-20,https://tonko.house.gov,377,4,0,1,0,382,378,0.3,99.7,1.0,Paul,Tonko,Democratic,2269 Rayburn House Office Building,2269 Rayburn House Office Building Washington DC 20515-3220,202-225-5076,2025-01-03,2027-01-03
T000486,Torres (NY),Ritchie Torres,Democratic,D,NY,15.0,15.0,NY-15,https://ritchietorres.house.gov,360,9,0,13,0,382,373,3.5,96.5,2.4,Ritchie,Torres,Democratic,1414 Longworth House Office Building,1414 Longworth House Office Building Washington DC 20515-3215,202-225-4361,2025-01-03,2027-01-03
V000081,Velázquez,Nydia M. Velázquez,Democratic,D,NY,7.0,7.0,NY-07,https://velazquez.house.gov,369,12,0,1,0,382,370,0.3,99.7,3.1,Nydia,Velázquez,Democratic,2302 Rayburn House Office Building,2302 Rayburn House Office Building Washington DC 20515-3207,202-225-2361,2025-01-03,2027-01-03
B001281,Beatty,Joyce Beatty,Democratic,D,OH,3.0,3.0,OH-03,https://beatty.house.gov,349,26,1,6,0,382,355,1.7,98.3,6.8,Joyce,Beatty,Democratic,2079 Rayburn House Office Building,2079 Rayburn House Office Building Washington DC 20515-3503,202-225-4324,2025-01-03,2027-01-03
B001313,Brown,Shontel M. Brown,Democratic,D,OH,11.0,11.0,OH-11,https://shontelbrown.house.gov,380,0,0,2,0,382,382,0.5,99.5,0.0,Shontel,Brown,Democratic,2455 Rayburn House Office Building,2455 Rayburn House Office Building Washington DC 20515-3511,202-225-7032,2025-01-03,2027-01-03
K000009,Kaptur,Marcy Kaptur,Democratic,D,OH,9.0,9.0,OH-09,https://kaptur.house.gov,330,7,6,39,0,382,369,10.6,89.4,1.8,Marcy,Kaptur,Democratic,2314 Rayburn House Office Building,2314 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,2025-01-03,2027-01-03
L000601,Landsman,Greg Landsman,Democratic,D,OH,1.0,1.0,OH-01,https://landsman.house.gov,339,1,1,41,0,382,380,10.8,89.2,0.3,Greg,Landsman,Democratic,2244 Rayburn House Office Building,2244 Rayburn House Office Building Washington DC 20515-3501,202-225-2216,2025-01-03,2027-01-03
S001223,Sykes,Emilia Strong Sykes,Democratic,D,OH,13.0,13.0,OH-13,https://sykes.house.gov,351,11,1,19,0,382,370,5.1,94.9,2.9,Emilia,Sykes,Democratic,1217 Longworth House Office Building,1217 Longworth House Office Building Washington DC 20515-3513,202-225-6265,2025-01-03,2027-01-03
B001278,Bonamici,Suzanne Bonamici,Democratic,D,OR,1.0,1.0,OR-01,https://bonamici.house.gov,380,2,0,0,0,382,380,0.0,100.0,0.5,Suzanne,Bonamici,Democratic,2231 Rayburn House Office Building,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,2025-01-03,2027-01-03
B001326,Bynum,Janelle S. Bynum,Democratic,D,OR,5.0,5.0,OR-05,https://bynum.house.gov,358,1,2,21,0,382,379,5.5,94.5,0.3,Janelle,Bynum,Democratic,1508 Longworth House Office Building,1508 Longworth House Office Building Washington DC 20515-3705,202-225-5711,2025-01-03,2027-01-03
D000635,Dexter,Maxine Dexter,Democratic,D,OR,3.0,3.0,OR-03,https://dexter.house.gov,381,1,0,0,0,382,381,0.0,100.0,0.3,Maxine,Dexter,Democratic,1207 Longworth House Office Building,1207 Longworth House Office Building Washington DC 20515-3703,202-225-4811,2025-01-03,2027-01-03
H001094,Hoyle (OR),Val T. Hoyle,Democratic,D,OR,4.0,4.0,OR-04,https://hoyle.house.gov,364,6,1,11,0,382,375,2.9,97.1,1.6,Valerie,Hoyle,Democratic,1620 Longworth House Office Building,1620 Longworth House Office Building Washington DC 20515-3704,202-225-6416,2025-01-03,2027-01-03
S001226,Salinas,Andrea Salinas,Democratic,D,OR,6.0,6.0,OR-06,https://salinas.house.gov,373,0,0,9,0,382,382,2.4,97.6,0.0,Andrea,Salinas,Democratic,403 Cannon House Office Building,403 Cannon House Office Building Washington DC 20515-0001,202-225-5643,2025-01-03,2027-01-03
B001296,Boyle (PA),Brendan F. Boyle,Democratic,D,PA,2.0,2.0,PA-02,https://boyle.house.gov,357,12,0,13,0,382,370,3.5,96.5,3.1,Brendan,Boyle,Democratic,1502 Longworth House Office Building,1502 Longworth House Office Building Washington DC 20515-3802,202-225-6111,2025-01-03,2027-01-03
D000631,Dean (PA),Madeleine Dean,Democratic,D,PA,4.0,4.0,PA-04,https://dean.house.gov,377,4,0,1,0,382,378,0.3,99.7,1.0,Madeleine,Dean,Democratic,150 Cannon House Office Building,150 Cannon House Office Building Washington DC 20515-3804,202-225-4731,2025-01-03,2027-01-03
D000530,Deluzio,Christopher R. Deluzio,Democratic,D,PA,17.0,17.0,PA-17,https://deluzio.house.gov,375,0,0,7,0,382,382,1.8,98.2,0.0,Chris,Deluzio,Democratic,1222 Longworth House Office Building,1222 Longworth House Office Building Washington DC 20515-3817,202-225-2301,2025-01-03,2027-01-03
E000296,Evans (PA),Dwight Evans,Democratic,D,PA,3.0,3.0,PA-03,https://evans.house.gov,350,31,0,1,0,382,351,0.3,99.7,8.1,Dwight,Evans,Democratic,1105 Longworth House Office Building,1105 Longworth House Office Building Washington DC 20515-3803,202-225-4001,2025-01-03,2027-01-03
H001085,Houlahan,Chrissy Houlahan,Democratic,D,PA,6.0,6.0,PA-06,https://houlahan.house.gov,351,5,4,22,0,382,373,5.9,94.1,1.3,Chrissy,Houlahan,Democratic,1727 Longworth House Office Building,1727 Longworth House Office Building Washington DC 20515-3806,202-225-4315,2025-01-03,2027-01-03
